"3-1-2 各地区限额以上批发业企业基本情况
",,,,,
"Basic Conditions of Enterprises above Designated Size
of Wholesale Trade by Region
",,,,,
地 区,Region,批发业 Wholesale Trade,,,
,,,,#国有控股 State-controlled Enterprises,
,,"法人单位数
(个)
Number of
Corporation
Enterprises
(unit)","年末从业人数
(人)
Engaged Persons
at the Year-end
(person)","法人单位数
(个)
Number of
Corporation
Enterprises
(unit)","年末从业人数
(人)
Engaged Persons
at the Year-end
(person)"
全 国,National Total,168738,5957306,10178,1120812
北 京,Beijing,7587,440976,891,116318
天 津,Tianjin,6319,177157,378,21016
河 北,Hebei,2535,97735,208,25326
山 西,Shanxi,2031,88349,303,38519
内蒙古,Inner Mongolia,1147,43849,138,15613
辽 宁,Liaoning,3433,88244,254,27193
吉 林,Jilin,939,40152,114,14353
黑龙江,Heilongjiang,906,50658,161,23708
上 海,Shanghai,12666,683655,743,59170
江 苏,Jiangsu,20743,558157,815,62952
浙 江,Zhejiang,18851,495061,605,49105
安 徽,Anhui,3305,126358,247,31693
福 建,Fujian,10278,250835,510,35375
江 西,Jiangxi,2020,92723,167,32523
山 东,Shandong,14468,377194,586,70016
河 南,Henan,5093,200030,321,47538
湖 北,Hubei,3479,165461,244,38707
湖 南,Hunan,3134,129799,187,31676
广 东,Guangdong,30770,1039847,921,114181
广 西,Guangxi,2236,83131,255,24893
海 南,Hainan,619,27688,65,5009
重 庆,Chongqing,2783,110087,277,23076
四 川,Sichuan,4251,189704,431,42658
贵 州,Guizhou,1440,64762,215,30173
云 南,Yunnan,1575,83982,202,34529
西 藏,Tibet,69,6975,20,1756
陕 西,Shaanxi,2315,96489,277,40142
甘 肃,Gansu,858,39363,125,11175
青 海,Qinghai,201,11435,52,6501
宁 夏,Ningxia,237,12134,35,6692
新 疆,Xinjiang,2450,85316,431,39226
